event,phase,id,action,player,amount,private,who,percentage,company,round,source,direction,old_price,new_price,location,tile,rotation,train,route,per_share,num_shares,old_train,new_train
,,1512,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1513,,y,,,,,PRR,,,,,,,,,,,,,,
,,1514,TilePlaced,,,,,,R,,,,,,I5,8,4,,,,,,
,,1515,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1516,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1517,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1518,,,,,,,R,,,up,130,155,,,,,,,,,
,,1519,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1520,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1521,,y,,,,,B&M,,,,,,,,,,,,,,
,,1522,Passed,,,,M,,,,,,,,,,,,,,,,
,,1523,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1524,TrainRan,,160,,,,M,,,,,,,,,D,G19-G17-E23-F24,,,,
,,1525,DividendPayed,,160,,,,M,,,,,,,,,,,16,,,
SharePriceMove,,1526,,,,,,,M,,,right,90,100,,,,,,,,,
,,1527,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1528,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1529,,e,,,,,CPR,,,,,,,,,,,,,,
,,1530,TilePlaced,,,,,,R,,,,,,B16 (Ottawa),14,0,,,,,,
,,1531,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1532,TrainRan,,200,,,,R,,,,,,,,,5,A11-B10-D10-E11-D14,,,,
,,1533,DividendWithheld,,200,,,,R,,,,,,,,,,,,,,
SharePriceMove,,1534,,,,,,,R,,,left,58,50,,,,,,,,,
,,1535,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1536,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1537,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1538,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1539,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1540,TrainRan,,350,,,,H,,,,,,,,,D,G19-G17-E19-F20-G19-G17-H18-I19-I15,,,,
,,1541,DividendPayed,,350,,,,H,,,,,,,,,,,35,,,
SharePriceMove,,1542,,,,,,,H,,,right,50,58,,,,,,,,,
,,1543,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1544,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
StockRound,,1545,,,,,,,,10,,,,,,,,,,,,,
,,1546,Passed,,,,leesin,,,,,,,,,,,,,,,,
,,1547,Passed,,,,JuicyBerry,,,,,,,,,,,,,,,,
,,1548,Passed,,,,KingZombie,,,,,,,,,,,,,,,,
,,1549,Passed,,,,JibJibMonkey,,,,,,,,,,,,,,,,
SharePriceMove,,1550,,,,,,,O,,,up,300,350,,,,,,,,,
SharePriceMove,,1551,,,,,,,C,,,up,280,325,,,,,,,,,
SharePriceMove,,1552,,,,,,,O,,,up,240,275,,,,,,,,,
SharePriceMove,,1553,,,,,,,E,,,up,170,200,,,,,,,,,
SharePriceMove,,1554,,,,,,,R,,,up,155,180,,,,,,,,,
SharePriceMove,,1555,,,,,,,M,,,up,100,110,,,,,,,,,
SharePriceMove,,1556,,,,,,,H,,,up,58,62,,,,,,,,,
SharePriceMove,,1557,,,,,,,R,,,up,50,55,,,,,,,,,
PriorityDeal,,1558,,leesin,,,,,,,,,,,,,,,,,,,
OperatingRound,,1559,,,,,,,,10.1,,,,,,,,,,,,,
CompanyOperated,,1560,,y,,,,,C&O,,,,,,,,,,,,,,
,,1561,Passed,,,,O,,,,,,,,,,,,,,,,
,,1562,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1563,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1564,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
,,1565,Passed,,,,O,,,,,,,,,,,,,,,,
,,1566,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1567,,n,,,,,NYC,,,,,,,,,,,,,,
,,1568,TilePlaced,,,,,,C,,,,,,C9,24,3,,,,,,
,,1569,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1570,TrainRan,,270,,,,C,,,,,,,,,6,G19-E19-D14-E11-D10-B10,,,,
,,1571,DividendPayed,,270,,,,C,,,,,,,,,,,27,,,
SharePriceMove,,1572,,,,,,,C,,,right,325,350,,,,,,,,,
,,1573,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1574,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1575,,e,,,,,B&O,,,,,,,,,,,,,,
,,1576,Passed,,,,O,,,,,,,,,,,,,,,,
,,1577,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1578,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1579,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1580,,,,,,,O,,,right,275,300,,,,,,,,,
,,1581,TrainBought,,50,,,,O,,CPR,,,,,,,5,,,,,
,,1582,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1583,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1584,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1585,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1586,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
BankBroken,,1587,,,,,,,,,,,,,,,,,,,,,
,,1588,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1589,,,,,,,E,,,right,200,220,,,,,,,,,
,,1590,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1591,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1592,,y,,,,,PRR,,,,,,,,,,,,,,
,,1593,TilePlaced,,,,,,R,,,,,,J4,8,1,,,,,,
,,1594,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1595,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1596,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1597,,,,,,,R,,,right,180,200,,,,,,,,,
,,1598,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1599,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1600,,y,,,,,B&M,,,,,,,,,,,,,,
,,1601,Passed,,,,M,,,,,,,,,,,,,,,,
,,1602,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1603,TrainRan,,160,,,,M,,,,,,,,,D,G19-G17-E23-F24,,,,
,,1604,DividendPayed,,160,,,,M,,,,,,,,,,,16,,,
SharePriceMove,,1605,,,,,,,M,,,right,110,120,,,,,,,,,
,,1606,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1607,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1608,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1609,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1610,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1611,TrainRan,,350,,,,H,,,,,,,,,D,G19-G17-E19-F20-G19-G17-H18-I19-I15,,,,
,,1612,DividendPayed,,350,,,,H,,,,,,,,,,,35,,,
SharePriceMove,,1613,,,,,,,H,,,right,62,67,,,,,,,,,
,,1614,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1615,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
CompanyOperated,,1616,,e,,,,,CPR,,,,,,,,,,,,,,
,,1617,TilePlaced,,,,,,R,,,,,,B14,9,1,,,,,,
,,1618,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1619,TrainSkipped,,,,,,R,,,,,,,,,,,,,,
,,1620,RunTrainSkipped,,,,,,R,,,,,,,,,,,,,,
SharePriceMove,,1621,,,,,,,R,,,left,55,48,,,,,,,,,
,,1622,TrainBought,,450,,,,R,,The Discard,,,,,,,5,,,,,
,,1623,TrainBought,,1,,,,R,,B&O,,,,,,,5,,,,,
,,1624,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
OperatingRound,,1625,,,,,,,,10.2,,,,,,,,,,,,,
CompanyOperated,,1626,,y,,,,,C&O,,,,,,,,,,,,,,
,,1627,Passed,,,,O,,,,,,,,,,,,,,,,
,,1628,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1629,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1630,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
,,1631,Passed,,,,O,,,,,,,,,,,,,,,,
,,1632,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1633,,n,,,,,NYC,,,,,,,,,,,,,,
,,1634,TilePlaced,,,,,,C,,,,,,C11,23,4,,,,,,
,,1635,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1636,TrainRan,,270,,,,C,,,,,,,,,6,G19-E19-D14-E11-D10-B10,,,,
,,1637,DividendPayed,,270,,,,C,,,,,,,,,,,27,,,
,,1638,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1639,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1640,,e,,,,,B&O,,,,,,,,,,,,,,
,,1641,Passed,,,,O,,,,,,,,,,,,,,,,
,,1642,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1643,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1644,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1645,,,,,,,O,,,right,300,325,,,,,,,,,
,,1646,Passed,,,,O,,,,,,,,,,,,,,,,
,,1647,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1648,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1649,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1650,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1651,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1652,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1653,,,,,,,E,,,right,220,240,,,,,,,,,
,,1654,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1655,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1656,,y,,,,,PRR,,,,,,,,,,,,,,
,,1657,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1658,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1659,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1660,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1661,,,,,,,R,,,right,200,220,,,,,,,,,
,,1662,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1663,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1664,,y,,,,,B&M,,,,,,,,,,,,,,
,,1665,Passed,,,,M,,,,,,,,,,,,,,,,
,,1666,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1667,TrainRan,,160,,,,M,,,,,,,,,D,G19-G17-E23-F24,,,,
,,1668,DividendPayed,,160,,,,M,,,,,,,,,,,16,,,
SharePriceMove,,1669,,,,,,,M,,,right,120,130,,,,,,,,,
,,1670,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1671,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1672,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1673,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1674,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1675,TrainRan,,350,,,,H,,,,,,,,,D,G19-G17-E19-F20-G19-G17-H18-I19-I15,,,,
,,1676,DividendPayed,,350,,,,H,,,,,,,,,,,35,,,
SharePriceMove,,1677,,,,,,,H,,,right,67,71,,,,,,,,,
,,1678,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1679,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
CompanyOperated,,1680,,e,,,,,CPR,,,,,,,,,,,,,,
,,1681,TilePlaced,,,,,,R,,,,,,B12,8,2,,,,,,
,,1682,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1683,TrainRan,,160,,,,R,,,,,,,,,5,A19-B16-C15-B10-A11,,,,
,,1684,TrainRan,,200,,,,R,,,,,,,,,5,A9-B10-D10-E11-D14,,,,
,,1685,DividendPayed,,360,,,,R,,,,,,,,,,,36,,,
SharePriceMove,,1686,,,,,,,R,,,right,48,55,,,,,,,,,
,,1687,TrainBuySkipped,,,,,,R,,,,,,,,,,,,,,
,,1688,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
OperatingRound,,1689,,,,,,,,10.3,,,,,,,,,,,,,
CompanyOperated,,1690,,y,,,,,C&O,,,,,,,,,,,,,,
,,1691,Passed,,,,O,,,,,,,,,,,,,,,,
,,1692,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1693,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1694,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
,,1695,Passed,,,,O,,,,,,,,,,,,,,,,
,,1696,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1697,,n,,,,,NYC,,,,,,,,,,,,,,
,,1698,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1699,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1700,TrainRan,,270,,,,C,,,,,,,,,6,G19-E19-D14-E11-D10-B10,,,,
,,1701,DividendPayed,,270,,,,C,,,,,,,,,,,27,,,
,,1702,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1703,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1704,,e,,,,,B&O,,,,,,,,,,,,,,
,,1705,Passed,,,,O,,,,,,,,,,,,,,,,
,,1706,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1707,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1708,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1709,,,,,,,O,,,right,325,350,,,,,,,,,
,,1710,Passed,,,,O,,,,,,,,,,,,,,,,
,,1711,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1712,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1713,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1714,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1715,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1716,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1717,,,,,,,E,,,right,240,260,,,,,,,,,
,,1718,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1719,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1720,,y,,,,,PRR,,,,,,,,,,,,,,
,,1721,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1722,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1723,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1724,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1725,,,,,,,R,,,right,220,240,,,,,,,,,
,,1726,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1727,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1728,,y,,,,,B&M,,,,,,,,,,,,,,
,,1729,Passed,,,,M,,,,,,,,,,,,,,,,
,,1730,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1731,TrainRan,,160,,,,M,,,,,,,,,D,G19-G17-E23-F24,,,,
,,1732,DividendPayed,,160,,,,M,,,,,,,,,,,16,,,
SharePriceMove,,1733,,,,,,,M,,,up,130,155,,,,,,,,,
,,1734,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1735,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1736,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1737,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1738,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1739,TrainRan,,350,,,,H,,,,,,,,,D,G19-G17-E19-F20-G19-G17-H18-I19-I15,,,,
,,1740,DividendPayed,,350,,,,H,,,,,,,,,,,35,,,
SharePriceMove,,1741,,,,,,,H,,,right,71,76,,,,,,,,,
,,1742,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1743,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
CompanyOperated,,1744,,e,,,,,CPR,,,,,,,,,,,,,,
,,1745,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1746,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1747,TrainRan,,160,,,,R,,,,,,,,,5,A19-B16-C15-B10-A11,,,,
,,1748,TrainRan,,200,,,,R,,,,,,,,,5,A9-B10-D10-E11-D14,,,,
,,1749,DividendPayed,,360,,,,R,,,,,,,,,,,36,,,
SharePriceMove,,1750,,,,,,,R,,,right,55,62,,,,,,,,,
,,1751,TrainBuySkipped,,,,,,R,,,,,,,,,,,,,,
,,1752,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
GameOver,,1753,,,,,,,,,,,,,,,,,,,,,
